Date,CO2_vip,dx_vip,heating_temp_vip,net_pipe_vip,assim_vip,scr_enrg_vip,scr_blck_vip,vent_templee_vip,vent_tempwind_vip,lee_wind_min_vip
2/1/2022 0:00,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:04,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:09,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:15,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:20,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:24,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:29,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:35,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:40,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:45,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:49,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 0:54,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:00,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:05,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:09,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:14,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:20,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:25,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:30,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:34,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:39,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:45,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:50,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:54,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 1:59,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 2:05,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 2:10,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 2:15,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 2:19,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 2:24,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 2:30,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
2/1/2022 2:35,0.0,7.3,19.0,19.0,0.0,100.0,100.0,20.0,20.0,0.0
