AssimLight,BlackScr,CO2air,EnScr,GHtime,HumDef,PipeGrow,PipeLow,RHair,Tair,VentLee,Ventwind
NaN,NaN,NaN,NaN,43326,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,43326.0034722222,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,427.000000435859,0,43326.0069444445,3.34000000100583,0,0,80.3999999932945,19.8999999966472,52.9,2.9
0,0,443,0,43326.0104166666,3.36,0,0,80.4,19.9,52.9,2.9
0,0,443.999999396503,0,43326.0138888889,3.28999999664724,0,0,80.900000013411,19.899999986589,51.0999994434417,2.9
0,0,435.000001206994,0,43326.0173611111,3.24000000670552,0,0,81.0999999731779,19.7000000268221,42.8000011131165,2.9
0,0,441.999999530613,0,43326.0208333334,3.15000000603497,0,0,81.5999999664724,19.899999986589,42.8,2.9
0,0,442.999999966472,0,43326.0243055555,3.10000000167638,0,0,81.7999999932945,19.8000000033528,33.3000003185123,2.9
0,0,430.00000070408,0,43326.0277777778,3.06999999832362,0,0,82.1000000067055,19.8999999966472,33.3,2.9
0,0,450.999997586012,0,43326.03125,3.02000000100583,0,0,82.3000000100583,19.8000000100583,33.3,2.9
0,0,427.000002413988,0,43326.0347222222,3.02999999899417,0,0,82.3999999899417,19.8999999899417,33.3,2.9
0,0,447.99999929592,0,43326.0381944445,2.97000000201166,0,0,82.5999999932945,19.9999999966472,35.0999999396503,2.9
0,0,428,0,43326.0416666666,2.91,0,0,82.9,19.9,42.6,2.9
0,0,417.000002279877,0,43326.0451388889,2.87999999798834,0,0,83.100000013411,19.8999999932945,33.3,2.9
0,0,450.999995440246,0,43326.0486111111,2.85000000402331,0,0,83.2999999731779,19.800000013411,33.3,2.9
0,0,440.000000737608,0,43326.0520833334,2.8300000013411,0,0,83.499999986589,19.8999999932945,33.3,2.9
0,0,423.000000569969,0,43326.0555555555,2.81000000067055,0,0,83.5,19.8000000033528,33.3,2.9
0,0,409.000002145767,0,43326.0590277778,2.80999999899417,0,0,83.6000000033528,19.8000000033528,33.2999997116625,2.9
0,0,472.999996881933,0,43326.0625,2.77999999497086,0,0,83.7000000201166,19.9,24.7,2.9
0,0,442.000003118067,0,43326.0659722222,2.73000000502914,0,0,83.8999999798834,19.9,24.7,2.9
0,0,413.000000972301,0,43326.0694444445,2.72000000033528,0,0,84.0999999932945,19.9,24.7,2.9
0,0,437,0,43326.0729166666,2.72,0,0,84.1,19.9,22.9,2.9
0,0,431.999999061227,0,43326.0763888889,2.71999999932945,0,0,84.100000013411,19.9000000067055,16.6000001743436,2.9
0,0,418.000001877546,0,43326.0798611111,2.7100000013411,0,0,84.2999999731779,19.999999986589,19.1999996513129,2.9
