CO2_dosage,Electricity_Lamp,Heating_Energy,Labour,net_water,time
0.148229370485319,0,0,0,0.661424999759104,43326
0.152533333369096,0,0,0.0017481674382716,0.406124999974351,43327
0.149333333118757,0,0,0.0017481674382716,0.587715789183053,43328
0.130133333297571,0,0.100670621620354,0.0017481674382716,1.28021666649679,43329
0.146133333404859,0,0.09614062032227,0.0017481674382716,0.583288235330209,43330
0.134400000107288,0,0,0.0017481674382716,0.503662499935879,43331
0.151466666595141,0,0,0.0017481674382716,1.15483999991886,43332
0.131199999821186,0,0.100085625116613,0.0017481674382716,1.01215714307196,43333
0.179200000035763,0,0,0.0017481674382716,1.54545112785963,43334
0.138666666559378,0,0.095158116565816,0.0017481674382716,1.5744,43335
0.121600000107288,0,0.740600622628885,0.0017481674382716,3.2848,43336
0.0960000001788139,0,1.31678249757023,0.0017481674382716,3.0124,43337
0.110933333297571,0,1.6107806167981,0.0017481674382716,3.6128,43338
0.140800000214577,0.25361875,0.44535562090213,0.0017481674382716,2.57,43339
0.0678956522112307,0.1846625,0.296954988451955,0.0017481674382716,1.5752,43340
0.104867470003611,1.02265625,0.115671044187341,0.0017481674382716,3.1412,43341
0.1210527880658,0.68138125,0.363126907521199,0.00361689814814815,2.5668,43342
0.12332043007061,0.5165875,0.710572244656826,0.00732421875,2.7124,43343
0.129066666487853,0.341275,0.643708111556917,0,3.106,43344
0.127999999856949,0.350625,0.339678742220925,0,3.276,43345
0.127999999892712,1.4702875,0.121535618090274,0.00678168402777778,2.846,43346
0.147200000035763,0.808775,0,0,2.3992,43347
0.114133333583673,1.4702875,0.125730000171494,0.00632957175925926,2.7296,43348
0.154666666559378,1.528725,0.0394406237392571,0.00406901041666667,2.4332,43349
0.132266666809718,0.42893125,0.346145618966539,0.00768590856481482,3.524,43350
0.150399999892712,1.84078125,0.0578924966098561,0.000904224537037037,3.166,43351
0.16533333354791,0.95486875,0.051194996674732,0,3.3192,43352
0.150399999892712,1.08109375,0.0331949970541807,0.013111255787037,3.4896,43353
0.156800000178814,1.20731875,0.0457649968105188,0.00678168402777778,3.6696,43354
0.0981333331545194,1.66546875,0.0461024988069621,0.0072337962962963,3.0568,43355
0.117333333512147,0.48736875,0.242004372215553,0.00135633680555556,3.4264,43356
0.113066666416327,1.09044375,0.167186993205769,0.0072337962962963,3.4896,43357
0.139733333369096,1.2271875,0.0639449959927805,0.000904224537037037,3.4696,43358
0.114133333726724,0.49671875,0.145068742447261,0,2.9092,43359
0.121600000464916,0.575025,0.0930224925339258,0.00859013310185185,3.526,43360
0.131200000071526,0.4675,0.188868747315507,0.0149197048611111,3.91,43361
0.126933333583673,0.4675,0.0436949968361674,0.00244140625,3.5036,43362
0.131199999892712,0.70125,0.0974587424052422,0.00361689814814815,3.5264,43363
0.0725333332975706,0.2921875,0.0403481218998489,0.0183557581018519,3.0636,43364
0.0458666668454806,0.70125,1.75505249731431,0,2.216,43365
0.0415999999284744,1.71455625,1.13689499626448,0,2.2328,43366
0.081066666773955,0.42893125,1.4458087379382,0.00198929398148148,3.3604,43367
0.0746666669885317,0.94435,1.40442599051586,0.0213396990740741,3.1032,43368
0.0981333332618078,0.5352875,0.968398495555069,0.00135633680555556,3.4304,43369
0.101333333440622,0.55515625,0.687783743620032,0.00198929398148148,3.3468,43370
0.0757333332975705,0.90578125,0.663684373129662,0.0163664641203704,2.6192,43371
0.0746666670600573,0.90578125,1.23374023871737,0.00135633680555556,3.1432,43372
0.0693333335121473,0.90578125,1.18375986541677,0,2.816,43373
0.056533333726724,0.96421875,1.3121290373127,0.00135633680555556,2.906,43374
0.0469333331187566,1.37328125,1.07338086725227,0.0124782986111111,2.6328,43375
0.068266666773955,0.9934375,0.235128744181723,0.00226056134259259,2.8428,43376
0.0575999999284745,1.1594,0.0373874987510125,0.00108506944444444,2.366,43377
0.0906666667024295,0.808775,0.351328122546094,0.00849971064814815,2.906,43378
0.0832,0.94435,0.46395186724255,0.00732421875,2.8028,43379
0.0501333333690961,0.94435,0.752353115176453,0,2.6828,43380
0.0469333331545194,0.94435,1.03181623527423,0.00325520833333333,2.7728,43381
0.0831999997854233,0.94435,0.636262494282495,0.0214301215277778,2.7928,43382
0.0906666665593783,1.0027875,0.612886874508087,0.00542534722222222,2.8828,43383
0.0906666665951411,1.01330625,0.106957491225972,0.0126591435185185,2.6228,43384
0.112000000035763,1.1196625,0.0647399972892924,0.0148292824074074,2.7764,43385
0.139733333261808,1.13018125,0.0326174996736087,0.00126591435185185,3.0964,43386
0.116266666845481,1.13953125,0.100529994794336,0,3.1964,43387
0.103466666559378,1.13953125,0.385989370102559,0.00198929398148148,2.8196,43388
0.0874666664878527,1.13953125,0.189716243115798,0.0169089988425926,2.7196,43389
0.104533333655198,1.13953125,0.477502489778962,0.00452112268518519,2.6096,43390
0.0847058820878759,1.13953125,0.90489163528846,0.00614872685185185,NaN,43391
0.073195667981585,1.16875,1.59732779041167,0.0112123842592593,2.6996,43392
0.0405333334406217,1.1781,1.20962624416261,0.000813802083333333,2.2396,43393
0.0501333332260449,0.68138125,0.567427487744926,0,1.8824,43394
0.0799999998927116,1.61638125,0.632564059507724,0.00162760416666667,2.4224,43395
0.045866666773955,1.61638125,0.67527562094186,0.0048828125,2.2724,43396
0.0704000000715256,1.612875,0.161900619511635,0.00750506365740741,2.2724,43397
0.0447999998927116,1.566125,0.341579987383142,0.00859013310185185,1.8756,43398
0.0394666667381923,1.566125,0.971913737187319,0.00144675925925926,1.9024,43399
0.0501333332975706,1.566125,1.84060836149727,0.00072337962962963,2.2788,43400
0.0392408757244583,1.4609375,2.6641897000695,0.00180844907407407,2.532,43401
0.0191999997854233,1.309,3.21774898397762,0.00126591435185185,2.5756,43402
0.0170666665593783,1.4375625,3.20087412401187,0.0180844907407407,2.1188,43403
0.0533333336551984,1.5544375,0.830972980846503,0.00135633680555556,2.4056,43404
0.0384000005364419,1.4375625,0.904967979996453,0.00180844907407407,2.2088,43405
0.0608000000357627,1.425875,0.637811245418578,0.017994068287037,2.1452,43406
0.0458666671315829,1.4375625,1.35702448748399,0.000994646990740741,2.452,43407
0.0480000000357628,1.309,1.78521334522821,0,2.362,43408
0.0544000000357628,1.4843125,0.911135605025634,0.00189887152777778,2.442,43409
0.0469333337624869,1.145375,0.535070613633387,0.0182653356481482,2.182,43410
0.0320000002145767,1.5895,0.567540360129822,0.00379774305555556,1.9852,43411
0.0490666666309038,1.2739375,0.767679372715953,0.00542534722222222,2.182,43412
0.0255999998927116,1.285625,0.873652483370642,0.0102177372685185,2.0652,43413
0.030933333404859,1.5895,0.472551550144437,0.000904224537037037,2.012,43414
0.0448000001788138,1.5778125,0.672725610737795,0,2.012,43415
0.0288000001072884,1.5778125,1.0781174817429,0.00569661458333333,2.102,43416
0.0533333334763845,1.5778125,1.23400310896031,0.0151005497685185,2.4224,43417
0.0639999997854232,1.5778125,1.44247123673017,0.00072337962962963,2.4056,43418
